2024-12-04 00:51:19,542 CLIENT | INFO: User Verified
2024-12-04 16:06:01,706 SERVER | INFO: Socket bound to port 23325
2024-12-04 16:06:01,706 SERVER | INFO: Socket is listening...
2024-12-04 17:52:19,586 CLIENT | INFO: Exiting Secure Drop.
2024-12-04 17:52:19,586 CLIENT | INFO: --------------------------------------------------
2024-12-04 17:52:19,586 SERVER | INFO: Closing socket...
2024-12-04 17:52:45,598 CLIENT | INFO: User Verified
2024-12-04 17:52:45,606 CLIENT | INFO: Secure Drop started.
2024-12-04 17:52:45,764 SERVER | INFO: Socket bound to port 23325
2024-12-04 17:52:45,764 SERVER | INFO: Socket is listening...
2024-12-04 18:43:00,977 SERVER | INFO: Closing socket...
2024-12-04 18:43:00,977 SERVER | INFO: Socket closed
2024-12-04 18:43:00,977 CLIENT | INFO: Exiting Secure Drop.
2024-12-04 18:43:00,981 CLIENT | INFO: --------------------------------------------------
2024-12-04 18:43:10,732 CLIENT | INFO: User Verified
2024-12-04 18:43:10,740 CLIENT | INFO: Secure Drop started.
2024-12-04 18:43:10,894 SERVER | INFO: Socket bound to port 23325
2024-12-04 18:43:10,894 SERVER | INFO: Socket is listening...
2024-12-04 18:44:31,964 SERVER | INFO: Accepted connection from ('127.0.0.1', 42274)
2024-12-04 18:44:31,965 SERVER | ERROR: Socket error occurred while handling client ('127.0.0.1', 42274)
2024-12-04 18:44:31,965 SERVER | ERROR: SocketError: [Errno 104] Connection reset by peer
2024-12-04 21:42:50,368 SERVER | INFO: Closing socket...
2024-12-04 21:42:50,369 CLIENT | INFO: Exiting Secure Drop.
2024-12-04 21:42:50,370 CLIENT | INFO: --------------------------------------------------
